;;;Barri d'alta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;24. les Tres Torres;598;15;3;2;2;2;8;22;26;16;10;5;0;4;1;2;2;3;9;30;14;25;3;44;98;64;70;23;6;1;5;9;9;3;2;6;1;2;2;0;0;2;0;4;1;5;1;0;1;0;1;3;1;0;0;1;0;1;0;0;2;1;0;2;5;2;1;1;4;2;3;3;1;1;0;
5;25. Sant Gervasi - la Bonanova;1.040;9;6;6;10;9;19;27;33;22;13;13;0;4;1;4;5;7;8;23;12;9;23;51;60;185;127;106;44;0;7;39;13;11;0;12;6;11;3;4;0;1;0;5;3;3;6;1;1;0;0;1;2;0;0;2;1;1;0;0;6;2;3;0;18;14;1;3;8;6;0;2;2;4;2;
5;26. Sant Gervasi - Galvany;2.090;39;20;14;24;17;36;71;89;68;25;28;0;15;10;11;5;17;23;65;29;31;12;117;105;148;528;117;32;5;18;96;25;12;4;20;4;11;1;2;0;5;1;14;5;2;1;2;1;2;3;2;8;2;0;1;0;2;0;6;11;9;5;10;15;11;12;12;12;12;6;10;1;11;2;
5;27. el Putxet i el Farró;1.685;74;12;18;23;20;54;46;52;37;29;33;0;4;3;13;4;7;32;29;9;17;9;35;33;106;132;262;75;11;34;94;37;16;12;23;7;16;9;13;7;2;0;11;9;19;8;0;6;6;6;3;11;0;2;6;0;5;0;2;18;15;1;5;18;13;9;7;12;8;18;4;6;8;0;
6;28. Vallcarca i els Penitents;657;7;8;1;3;9;20;12;13;17;9;16;0;6;1;5;3;5;11;15;12;5;3;9;7;21;19;46;125;17;8;42;16;11;4;11;0;18;14;6;2;4;0;8;6;1;2;2;1;0;6;0;1;0;1;6;0;1;1;3;8;7;2;4;7;3;8;4;5;3;2;2;1;1;0;
6;29. el Coll;363;11;0;1;6;5;5;7;6;8;1;6;0;3;0;1;1;0;5;5;1;0;4;5;2;7;7;13;16;78;3;23;11;6;1;9;1;34;11;3;0;4;0;10;1;1;3;0;1;0;7;0;0;0;0;0;1;1;0;1;2;2;2;1;2;3;1;2;8;1;1;0;1;1;0;
6;30. la Salut;586;7;8;7;6;15;36;26;12;13;11;8;0;5;0;3;2;2;9;10;8;6;0;1;4;11;4;24;28;17;96;50;24;18;9;14;2;4;2;3;0;1;0;4;5;4;5;0;2;4;1;0;13;1;2;1;0;2;0;2;6;2;1;1;7;3;2;1;0;3;3;1;1;3;0;
6;31. la Vila de Gràcia;3.374;116;31;32;54;59;86;108;75;61;44;76;1;21;18;24;20;31;60;56;28;7;27;35;16;37;116;122;49;22;82;848;194;70;26;87;8;47;14;9;14;4;0;20;36;19;28;5;11;2;13;8;25;15;2;2;3;7;0;4;48;22;13;16;60;22;19;12;48;11;26;16;16;10;0;
6;32. el Camp d'en Grassot i Gràcia Nova;1.620;19;13;12;21;29;133;72;44;50;20;15;0;5;10;7;6;17;26;25;10;7;0;15;11;10;28;45;18;2;26;160;263;88;9;39;7;5;5;5;1;2;0;17;19;11;13;1;6;1;13;9;20;1;0;3;0;2;2;5;8;20;11;17;50;22;4;3;27;16;15;5;10;7;2;
7;33. el Baix Guinardó;1.291;27;18;10;11;26;105;40;14;20;13;15;5;9;2;12;4;12;17;20;6;3;3;3;1;3;16;29;4;5;20;51;83;245;41;75;10;18;1;7;3;2;0;13;14;19;12;0;4;3;10;3;6;5;2;4;1;11;1;6;13;16;9;13;31;16;5;2;13;11;17;11;4;7;0;
7;34. Can Baró;458;7;2;1;4;7;9;13;1;2;1;8;0;10;2;6;1;3;2;7;2;2;0;4;0;4;6;8;4;8;9;11;8;35;90;38;9;30;2;0;3;3;0;6;7;5;4;0;5;0;2;0;4;2;0;1;0;1;0;1;7;6;1;3;15;3;3;1;3;0;3;5;5;3;0;
7;35. el Guinardó;1.803;25;11;6;18;23;50;41;23;21;14;26;0;7;1;6;5;8;18;21;16;3;6;14;1;6;14;13;12;12;11;58;25;50;42;494;20;47;11;9;2;9;0;45;64;37;19;5;10;3;16;9;21;5;1;4;0;7;6;9;33;35;59;36;68;22;6;6;26;1;9;19;6;17;0;
7;36. la Font d'en Fargues;324;3;3;1;1;1;14;6;2;11;8;4;0;1;1;1;0;4;2;2;1;0;0;1;0;2;3;4;5;1;0;12;2;7;4;22;72;29;3;3;3;3;0;18;15;1;2;0;3;0;0;0;4;1;0;1;0;0;0;5;6;4;1;0;2;2;3;0;4;4;1;4;0;1;0;
7;37. el Carmel;1.817;13;7;6;12;12;33;12;7;27;9;11;0;20;6;4;6;2;21;12;4;3;5;6;3;7;10;14;21;39;8;27;13;11;21;52;27;834;81;25;4;5;1;65;31;24;32;3;11;2;21;7;16;10;0;10;0;1;1;5;17;19;13;5;14;11;6;1;14;7;13;3;3;10;1;
7;38. la Teixonera;626;6;3;3;3;6;11;2;8;2;5;6;1;6;1;3;2;1;3;1;2;0;1;3;0;7;3;18;12;7;0;15;2;6;4;9;7;130;144;21;7;2;0;21;15;10;1;0;0;4;10;5;16;5;1;9;2;3;1;7;5;5;3;2;6;4;1;0;2;1;8;2;2;2;0;
7;39. Sant Genís dels Agudells;314;4;11;1;3;6;2;3;4;3;2;3;0;4;2;1;2;4;3;4;0;0;0;2;0;1;4;7;7;1;1;3;2;4;5;12;2;11;18;94;8;3;0;2;0;2;1;0;6;4;2;2;6;2;0;0;0;0;1;0;5;3;8;3;2;7;1;0;0;1;3;4;2;0;0;
7;40. Montbau;194;4;2;0;0;0;3;1;3;3;0;3;0;2;0;0;2;1;4;2;0;0;0;2;0;2;1;6;1;2;0;7;2;2;0;6;0;8;1;5;39;19;0;1;1;9;4;0;0;0;4;7;1;5;0;6;0;1;1;0;5;0;1;6;1;3;0;1;1;0;0;2;1;0;0;
7;41. la Vall d'Hebron;174;1;2;1;0;1;2;4;4;1;1;3;0;0;0;0;1;0;2;1;1;0;0;0;0;0;2;3;7;4;1;4;4;2;0;0;0;10;7;10;12;43;0;15;2;2;0;0;3;0;3;0;1;0;0;0;1;1;0;0;0;2;2;0;2;2;1;1;0;0;0;1;1;0;0;
7;42. la Clota;32;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;1;0;0;0;3;3;4;1;1;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
7;43. Horta;1.320;53;10;9;15;5;27;16;24;18;10;25;0;4;4;6;5;7;11;9;8;0;5;7;3;3;6;9;6;4;5;20;12;20;9;32;16;90;27;15;13;6;7;327;81;33;37;8;28;10;8;21;15;3;0;1;0;10;1;4;28;11;7;4;24;4;5;5;11;8;17;17;10;1;0;
8;44. Vilapicina i la Torre Llobeta;1.273;16;6;3;6;9;15;12;9;12;9;11;0;5;7;5;5;7;16;8;3;0;1;6;2;1;6;17;2;2;8;15;12;19;10;59;17;32;7;4;4;2;1;41;285;94;88;8;4;1;12;15;45;7;0;12;0;3;0;10;66;55;25;15;23;21;6;0;7;6;3;5;7;18;0;
8;45. Porta;1.213;14;11;3;11;8;14;10;6;14;8;14;0;13;3;4;3;6;7;9;2;0;0;6;1;1;5;6;3;0;6;11;13;15;3;30;0;10;3;3;5;6;0;28;77;308;71;1;65;3;42;27;72;12;0;13;0;9;1;12;54;25;16;25;15;6;2;0;12;1;7;7;9;6;0;
8;46. el Turó de la Peira;1.389;63;8;11;10;13;20;9;13;8;10;27;0;8;2;8;13;12;18;17;2;1;1;2;6;4;7;8;1;1;1;27;7;11;4;41;6;38;1;6;0;0;0;50;93;59;450;4;19;1;11;4;23;7;1;6;2;21;1;8;25;23;18;14;17;10;4;1;6;2;28;5;8;21;2;
8;47. Can Peguera;77;4;2;1;0;1;0;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;4;0;1;1;0;1;0;0;9;2;3;14;4;2;0;2;2;7;0;0;1;0;2;0;1;0;0;0;0;1;0;1;0;0;2;0;0;1;0;0;
8;48. la Guineueta;524;8;1;3;3;5;6;4;1;7;4;1;0;0;0;4;4;2;4;1;0;0;0;1;0;1;5;0;1;2;2;5;4;11;0;13;1;3;0;2;3;3;0;21;7;61;25;9;104;9;29;30;34;10;0;5;0;3;0;4;18;6;2;3;4;6;3;0;4;5;1;1;2;2;1;
8;49. Canyelles;233;5;1;2;1;1;0;3;0;1;1;0;0;10;0;2;0;2;4;2;0;0;0;0;0;1;0;0;0;0;4;4;1;1;0;4;0;2;1;2;3;3;0;10;6;3;4;2;9;40;21;14;16;5;2;3;1;1;0;2;10;1;1;3;2;1;0;0;3;1;7;2;1;1;0;
8;50. les Roquetes;1.163;26;4;3;16;9;12;4;4;4;1;12;0;5;1;2;2;0;10;4;1;0;1;1;1;0;0;8;1;3;2;17;5;13;1;6;2;10;11;2;4;1;0;24;5;54;18;5;21;27;390;79;82;35;17;35;0;36;2;10;21;6;8;7;12;2;6;2;9;5;21;7;3;5;0;
8;51. Verdun;832;12;5;1;7;5;8;3;1;2;3;8;0;4;1;6;0;1;3;9;1;0;0;0;0;2;1;2;1;1;0;6;6;12;2;9;0;13;0;0;1;3;0;8;21;35;14;1;21;8;93;233;96;23;6;15;0;13;0;9;17;15;3;7;5;2;1;2;3;7;18;6;4;7;0;
8;52. la Prosperitat;1.429;11;11;7;13;14;18;12;8;11;12;7;0;6;1;7;6;5;13;2;4;1;1;2;0;10;2;10;4;3;6;22;7;11;2;23;6;20;4;0;0;3;0;14;19;104;28;6;24;15;106;84;455;86;0;11;1;19;0;11;50;12;5;12;11;9;6;0;7;4;5;8;3;9;0;
8;53. la Trinitat Nova;487;22;1;4;9;7;2;4;0;4;0;3;0;6;0;2;2;3;5;2;1;0;0;1;0;0;1;0;3;0;3;11;2;0;1;4;2;10;4;1;3;0;0;3;5;15;14;1;5;8;53;23;59;74;3;10;4;34;0;2;5;7;4;6;5;1;1;0;2;0;7;3;4;4;2;
8;54. Torre Baró;156;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;4;0;0;0;0;0;3;1;4;1;1;0;1;3;1;0;5;100;9;3;4;0;0;1;0;0;0;0;0;0;0;0;0;2;0;4;0;0;
8;55. Ciutat Meridiana;1.040;30;8;4;13;14;15;5;5;4;10;17;0;4;2;2;0;3;12;8;2;1;2;0;1;2;1;9;5;2;0;6;4;4;1;7;1;15;0;5;5;1;0;15;11;15;10;0;3;7;39;16;31;19;20;525;2;13;5;7;19;7;3;7;2;0;3;0;3;0;15;2;6;5;0;
8;56. Vallbona;38;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3;10;0;0;1;3;0;0;0;0;0;0;0;0;2;6;0;0;0;0;
9;57. la Trinitat Vella;973;36;13;2;4;10;7;8;6;9;2;14;0;13;1;2;2;0;3;6;0;0;0;1;1;1;1;4;2;1;1;8;2;7;1;7;1;10;2;0;2;0;1;17;9;9;18;3;0;1;27;7;26;30;0;16;1;469;5;16;55;7;5;3;8;10;11;3;1;3;16;1;4;1;0;
9;58. Baró de Viver;82;3;0;6;1;1;1;2;2;0;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;4;0;0;3;0;1;1;2;3;0;0;0;2;10;1;9;1;0;0;3;2;1;0;1;0;1;3;7;1;0;
9;59. el Bon Pastor;920;43;10;7;4;6;13;10;10;10;6;15;0;3;1;2;5;18;28;4;3;1;0;3;1;8;1;6;2;3;2;19;2;8;3;8;0;10;0;8;1;0;2;8;18;18;14;4;11;4;7;6;16;6;1;4;1;17;4;313;65;22;3;5;17;6;5;0;11;2;22;4;5;15;0;
9;60. Sant Andreu;2.164;32;5;11;17;17;40;26;22;16;15;22;0;16;10;11;4;6;22;11;4;5;2;14;3;5;8;12;8;2;1;20;7;15;1;29;3;24;9;5;0;1;0;19;57;66;17;4;6;9;12;11;63;12;1;12;8;48;11;56;937;95;25;37;37;32;8;2;19;17;15;19;13;15;0;
9;61. la Sagrera;1.424;13;14;5;12;15;46;20;17;28;6;18;0;8;2;7;4;2;17;13;2;1;0;3;1;6;6;7;9;1;2;23;15;14;9;25;3;14;7;3;3;8;1;11;40;31;14;2;6;0;8;7;24;11;0;16;1;15;9;20;126;353;46;86;44;26;7;4;14;6;9;16;31;31;0;
9;62. el Congrés i els Indians;639;4;1;3;11;12;15;12;12;5;8;9;0;1;2;1;1;1;8;10;1;1;0;1;2;0;5;5;4;1;1;18;9;8;3;49;3;6;2;3;2;1;0;8;37;14;19;2;2;0;6;1;6;2;0;3;0;4;0;5;15;33;134;39;22;5;4;0;7;6;7;7;7;3;0;
9;63. Navas;959;15;4;9;7;13;43;8;19;16;10;9;0;5;3;1;3;2;17;10;4;1;1;3;4;7;10;7;4;1;3;17;15;11;4;41;0;9;0;2;1;0;0;11;26;13;14;0;1;0;7;4;11;8;0;5;0;3;2;3;63;93;41;156;55;45;3;0;11;2;10;4;16;13;0;
10;64. el Camp de l'Arpa del Clot;2.202;43;16;18;26;38;141;65;51;46;29;34;0;19;7;13;14;16;28;28;21;0;3;8;6;7;10;11;11;2;7;39;50;42;13;101;3;17;12;6;6;8;0;25;24;25;31;0;5;1;14;17;16;6;2;13;2;6;1;8;44;50;36;68;499;112;20;5;40;12;20;40;22;22;1;
10;65. el Clot;1.376;33;4;12;7;31;74;26;10;17;14;27;0;7;2;6;4;10;18;17;6;3;2;6;2;5;5;6;5;2;5;25;23;17;6;23;2;12;6;3;2;2;0;15;26;24;17;7;5;2;8;7;8;2;0;1;0;13;2;6;26;23;11;27;115;335;20;4;39;19;22;31;45;29;0;
10;66. el Parc i la Llacuna del Poblenou;672;16;12;13;25;34;16;24;7;15;11;17;0;3;5;4;2;1;12;12;6;0;0;1;2;6;13;7;2;6;4;14;16;11;6;7;2;4;2;4;1;0;0;11;6;2;2;0;0;1;1;3;3;1;0;7;0;4;1;4;11;13;2;6;15;12;96;27;46;13;3;24;9;6;0;
10;67. la Vila Olímpica del Poblenou;345;4;4;11;9;19;4;15;13;2;4;4;0;3;1;0;0;1;1;6;0;2;0;2;1;9;11;5;0;0;4;8;11;2;0;5;1;3;0;0;0;0;0;4;7;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;3;1;1;3;4;4;26;62;21;24;3;6;2;6;0;
10;68. el Poblenou;1.516;42;17;20;17;18;19;23;14;14;16;17;0;7;5;4;3;7;21;32;5;0;1;8;0;5;8;10;5;0;1;30;14;10;0;18;4;7;5;0;0;2;0;8;15;10;10;1;2;1;7;7;13;0;0;7;0;7;1;8;25;6;4;3;16;44;52;20;545;89;89;59;19;19;0;
10;69. Diagonal Mar i el Front Marítim del Poblenou;410;12;2;6;8;2;3;9;7;12;0;2;0;0;2;1;1;2;6;6;0;3;2;3;0;10;6;1;2;1;1;7;1;2;2;2;3;0;0;0;0;0;0;0;1;3;2;2;0;0;2;0;0;0;0;0;0;2;0;0;3;5;1;2;3;2;11;7;68;101;27;29;9;3;0;
10;70. el Besòs i el Maresme;1.959;105;26;14;18;28;21;18;11;21;10;50;0;9;2;18;7;3;56;24;4;6;5;4;2;4;6;22;1;2;3;21;8;13;3;16;0;15;7;2;1;0;2;25;10;8;50;2;6;0;23;8;8;6;2;21;1;19;0;34;21;10;8;15;15;27;8;0;68;27;746;78;47;78;0;
10;71. Provençals del Poblenou;749;23;4;13;3;20;15;18;6;21;2;15;0;6;2;2;6;3;10;9;9;1;1;2;1;3;4;5;0;2;0;8;3;7;0;15;4;19;2;0;0;1;0;0;2;7;3;0;5;0;5;0;12;1;0;1;0;1;1;6;16;9;2;5;26;25;9;0;33;33;42;133;73;34;0;
10;72. Sant Martí de Provençals;1.101;15;7;7;6;15;33;18;8;15;10;13;0;9;1;2;2;6;11;8;2;3;1;4;1;2;6;7;3;0;1;12;6;12;1;12;0;8;2;1;3;0;1;9;10;5;12;0;4;2;2;2;9;1;0;4;0;3;3;15;15;38;10;18;20;62;9;6;26;17;45;54;315;111;0;
