cartodb_id,the_geom,neighbourhood,neighbourhood_group
3,0106000020E61000000100000001030000000100000046000000F20698F90E5E0140A30392B06FB344406747AAEFFC62014038F06AB933B34440F17EDC7EF9640140627D03931BB344401A118C834B670140A1116C5CFFB2444044A33B889D6901400F2A711DE3B2444001DC2C5E2C6C0140DDB243FCC3B24440AD3594DA8B680140E75086AA98B24440D49AE61DA7680140069E7B0F97B2444062105839B46801400B8FFD2C96B24440F085C954C168014031992A1895B24440624A24D1CB680140B4AB90F293B24440CE5147C7D5680140855B3E9292B2444007B47405DB680140C87E164B91B24440349C3237DF680140DA1D520C90B24440514D49D6E168014028EFE3688EB244404016A243E0680140882B67EF8CB244401EA8531EDD6801403BC269C18BB24440E54526E0D76801409BFEEC478AB244408A75AA7CCF680140CCB6D3D688B2444001BD70E7C26801405C77F35487B24440465F419AB1680140AA4885B185B24440D9E3857478680140ACE4637781B24440C00303081F6A0140D4D51D8B6DB24440F50F2219726C01405359147651B24440F1B913ECBF6E014055BB26A435B24440988A8D791D7101407079AC1919B2444026C632FD127101403B38D89B18B24440A4349BC761700140047289230FB244403370404B577001405EBD8A8C0EB244401536035C906D01401990BDDEFDB1444041B79734466B014013EAE923F0B144405EF7562426680140C85D8429CAB144400ABB287AE063014092E86514CBB1444005685BCD3A630140A353573ECBB144403524EEB1F46101405F268A90BAB14440C45F9335EA6101405969520ABAB14440B9AB5791D16101402A1900AAB8B14440A930B610E4600140984EEB36A8B144404C1B0E4B035F014055A0168387B14440B7990AF1485C0140A3C9C51858B14440520ABABDA451014072FA7ABE66B144404FADBEBA2A5001406C26DF6C73B14440E3BA29E5B55201404A438D4292B144408CBE82346351014066DD3F16A2B14440127D3ECA884B0140E869C020E9B14440069CA56439490140F7729F1C05B24440F4FDD478E946014078EFA83121B24440DBA2CC0699440140F86BB2463DB24440D31742CEFB3F0140177E703E75B24440ED832C0B263E0140B9E34D7E8BB24440008FA850DD3C014009BFD4CF9BB244408E3EE603023D0140B073D3669CB244405264ADA1D43E014000CADFBDA3B244402ECA6C9049460140C6BE64E3C1B2444098F38C7DC946014064E60297C7B24440BB9BA73AE4460140B14F00C5C8B244405F79909E224701403F74417DCBB24440A2B1F677B647014052CC41D0D1B24440D044D8F0F44A01405087156EF9B24440DA1A118C834B01401842CEFBFFB244408177F2E9B14D0140761C3F541AB34440205ED72FD84D014039B69E211CB344400AD1217024500140D64B530438B3444012F5824F73520140B7D0950854B3444040DD40817752014069334E4354B344403B4D66BCAD5401401B683EE76EB3444038F7578FFB560140B804E09F52B3444011A7936C75590140D844662E70B34440F65CA626C15B01408288D4B48BB34440F20698F90E5E0140A30392B06FB34440,la Dreta de l'Eixample,Eixample
